"timestamp","zone","temperature_c","rainfall_mm","humidity_pct","wind_speed_kmh","air_quality_index","weather_condition","congestion_percentage","traffic_delay_minutes","average_speed_kmh","incident_count","active_incident_count","high_critical_incident_count","crowd_level"
"2026-09-01T12:00:00+05:30","Sanganer","28.7","0","48","7.5","100","Clear","32","9","37","0","0","0","low"
"2026-09-01T12:00:00+05:30","C-Scheme","28.7","0","48","8.4","108","Clear","36","12","36","0","0","0","low"
"2026-09-01T12:00:00+05:30","Mansarovar","28.7","0","48","9.3","116","Clear","37","8","35","0","0","0","low"
"2026-09-01T13:00:00+05:30","Pink City","28.8","0","46","7.5","83","Clear","33","8","37","0","0","0","low"
"2026-09-01T13:00:00+05:30","Malviya Nagar","29","2.7","53","8.4","91","Cloudy","34","10","36","0","0","0","low"
"2026-09-01T13:00:00+05:30","Sanganer","28.8","0","46","9.3","99","Clear","32","10","37","0","0","0","low"
"2026-09-01T13:00:00+05:30","C-Scheme","28.8","0","46","10.2","107","Clear","36","8","36","0","0","0","low"
"2026-09-01T13:00:00+05:30","Mansarovar","28.8","0","46","11.1","115","Clear","38","10","35","0","0","0","low"
"2026-09-01T14:00:00+05:30","Pink City","29","3.2","53","9.3","84","Light Rain","35","10","36","0","0","0","low"
"2026-09-01T14:00:00+05:30","Malviya Nagar","28.7","0","45","10.2","92","Clear","37","12","35","1","1","0","low"
"2026-09-01T14:00:00+05:30","Sanganer","28.7","0","45","11.1","100","Clear","33","7","37","0","0","0","low"
"2026-09-01T14:00:00+05:30","C-Scheme","28.7","0","45","12","108","Clear","39","10","34","0","0","0","low"
"2026-09-01T14:00:00+05:30","Mansarovar","28.7","0","45","12.9","116","Clear","25","7","40","0","0","0","low"
"2026-09-01T15:00:00+05:30","Pink City","28.5","0","44","11.1","86","Clear","41","13","33","0","0","0","low"
"2026-09-01T15:00:00+05:30","Malviya Nagar","28.5","0","44","12","94","Clear","42","10","33","0","0","0","low"
"2026-09-01T15:00:00+05:30","Sanganer","28.5","0","44","12.9","102","Clear","37","9","35","0","0","0","low"
"2026-09-01T15:00:00+05:30","C-Scheme","28.5","0","44","13.8","110","Clear","28","8","39","0","0","0","low"
"2026-09-01T15:00:00+05:30","Mansarovar","28.5","0","44","14.7","118","Clear","30","10","38","0","0","0","low"
"2026-09-01T16:00:00+05:30","Pink City","28.1","0","43","12.9","92","Clear","52","13","29","0","0","0","moderate"
"2026-09-01T16:00:00+05:30","Malviya Nagar","28.1","0","43","13.8","100","Clear","52","14","29","0","0","0","moderate"
"2026-09-01T16:00:00+05:30","Sanganer","28.1","0","43","14.7","108","Clear","30","8","38","0","0","0","low"
"2026-09-01T16:00:00+05:30","C-Scheme","28.1","0","43","15.6","116","Clear","39","13","34","0","0","0","moderate"
"2026-09-01T16:00:00+05:30","Mansarovar","28.1","0","43","16.5","124","Clear","40","9","34","0","0","0","moderate"
"2026-09-01T17:00:00+05:30","Pink City","27.6","0","42","14.7","101","Haze","66","19","23","1","1","0","high"
"2026-09-01T17:00:00+05:30","Malviya Nagar","27.6","0","42","15.6","109","Haze","49","15","30","0","0","0","moderate"
"2026-09-01T17:00:00+05:30","Sanganer","27.6","0","42","16.5","117","Haze","42","14","33","0","0","0","moderate"
"2026-09-01T17:00:00+05:30","C-Scheme","27.6","0","42","17.4","125","Haze","53","14","28","0","0","0","moderate"
"2026-09-01T17:00:00+05:30","Mansarovar","27.6","0","42","18.3","133","Haze","53","15","28","0","0","0","moderate"
"2026-09-01T18:00:00+05:30","Pink City","27","0","42","16.5","105","Haze","58","18","26","0","0","0","high"
"2026-09-01T18:00:00+05:30","Malviya Nagar","27","0","42","17.4","113","Haze","55","18","27","0","0","0","high"
"2026-09-01T18:00:00+05:30","Sanganer","27","0","42","18.3","121","Haze","49","12","30","0","0","0","moderate"
"2026-09-01T18:00:00+05:30","C-Scheme","27","0","42","7.5","129","Haze","61","17","25","0","0","0","high"
"2026-09-01T18:00:00+05:30","Mansarovar","27","0","42","8.4","137","Haze","59","18","26","0","0","0","high"
"2026-09-01T19:00:00+05:30","Pink City","26.4","0","42","18.3","102","Haze","57","18","26","0","0","0","high"
"2026-09-01T19:00:00+05:30","Malviya Nagar","26.4","0","42","7.5","110","Haze","53","14","28","0","0","0","moderate"
"2026-09-01T19:00:00+05:30","Sanganer","26.4","0","42","8.4","118","Haze","48","13","30","0","0","0","moderate"
"2026-09-01T19:00:00+05:30","C-Scheme","26.4","0","42","9.3","126","Haze","61","19","25","0","0","0","high"
"2026-09-01T19:00:00+05:30","Mansarovar","26.4","0","42","10.2","134","Haze","57","18","26","0","0","0","moderate"
"2026-09-01T20:00:00+05:30","Pink City","25.8","0","43","8.4","95","Clear","50","13","30","0","0","0","moderate"
"2026-09-01T20:00:00+05:30","Malviya Nagar","25.8","0","43","9.3","103","Clear","44","12","32","0","0","0","moderate"
"2026-09-01T20:00:00+05:30","Sanganer","25.8","0","43","10.2","111","Clear","40","12","34","0","0","0","moderate"
"2026-09-01T20:00:00+05:30","C-Scheme","25.8","0","43","11.1","119","Clear","53","17","28","0","0","0","moderate"
"2026-09-01T20:00:00+05:30","Mansarovar","25.8","0","43","12","127","Clear","48","12","30","0","0","0","moderate"
"2026-09-01T21:00:00+05:30","Pink City","25.2","0","44","10.2","88","Clear","43","11","33","0","0","0","moderate"
"2026-09-01T21:00:00+05:30","Malviya Nagar","25.2","0","44","11.1","96","Clear","36","10","36","0","0","0","low"
"2026-09-01T21:00:00+05:30","Sanganer","25.2","0","44","12","104","Clear","34","11","36","0","0","0","low"
"2026-09-01T21:00:00+05:30","C-Scheme","25.2","0","44","12.9","112","Clear","46","11","31","0","0","0","moderate"
"2026-09-01T21:00:00+05:30","Mansarovar","25.4","2.2","49","13.8","120","Cloudy","40","10","34","0","0","0","low"
"2026-09-01T22:00:00+05:30","Pink City","24.7","0","45","12","83","Clear","38","11","35","0","0","0","low"
"2026-09-01T22:00:00+05:30","Malviya Nagar","24.7","0","45","12.9","91","Clear","30","10","38","0","0","0","low"
"2026-09-01T22:00:00+05:30","Sanganer","24.7","0","45","13.8","99","Clear","30","6","38","0","0","0","low"
"2026-09-01T22:00:00+05:30","C-Scheme","24.7","0","45","14.7","107","Clear","42","11","33","0","0","0","low"
"2026-09-01T22:00:00+05:30","Mansarovar","24.7","0","45","15.6","115","Clear","34","10","36","1","1","0","low"
"2026-09-01T23:00:00+05:30","Pink City","24.3","0","46","13.8","80","Clear","36","12","36","0","0","0","low"
"2026-09-01T23:00:00+05:30","Malviya Nagar","24.3","0","46","14.7","88","Clear","28","5","39","0","0","0","low"
"2026-09-01T23:00:00+05:30","Sanganer","24.3","0","46","15.6","96","Clear","30","7","38","0","0","0","low"
"2026-09-01T23:00:00+05:30","C-Scheme","24.6","3.2","54","16.5","104","Light Rain","40","12","34","0","0","0","low"
"2026-09-01T23:00:00+05:30","Mansarovar","24.3","0","46","17.4","112","Clear","16","5","44","0","0","0","low"
"2026-09-02T00:00:00+05:30","Pink City","24.6","0","48","10.2","84","Clear","28","5","39","0","0","0","low"
"2026-09-02T00:00:00+05:30","Malviya Nagar","24.6","0","48","11.1","92","Clear","20","4","42","0","0","0","low"
"2026-09-02T00:00:00+05:30","Sanganer","24.6","0","48","12","100","Clear","20","5","42","0","0","0","low"
"2026-09-02T00:00:00+05:30","C-Scheme","24.6","0","48","12.9","108","Clear","32","10","37","0","0","0","low"
"2026-09-02T00:00:00+05:30","Mansarovar","24.6","0","48","13.8","116","Clear","24","4","41","0","0","0","low"
"2026-09-02T01:00:00+05:30","Pink City","24.6","0","50","12","84","Clear","29","7","39","0","0","0","low"
"2026-09-02T01:00:00+05:30","Malviya Nagar","24.6","0","50","12.9","92","Clear","21","5","42","0","0","0","low"
"2026-09-02T01:00:00+05:30","Sanganer","24.6","0","50","13.8","100","Clear","22","7","42","0","0","0","low"
"2026-09-02T01:00:00+05:30","C-Scheme","24.6","0","50","14.7","108","Clear","32","7","37","0","0","0","low"
"2026-09-02T01:00:00+05:30","Mansarovar","24.6","0","50","15.6","116","Clear","25","5","40","0","0","0","low"
"2026-09-02T02:00:00+05:30","Pink City","24.6","0","51","13.8","84","Clear","30","8","38","0","0","0","low"
"2026-09-02T02:00:00+05:30","Malviya Nagar","24.6","0","51","14.7","92","Clear","22","7","42","0","0","0","low"
"2026-09-02T02:00:00+05:30","Sanganer","24.6","0","51","15.6","100","Clear","24","4","41","0","0","0","low"
"2026-09-02T02:00:00+05:30","C-Scheme","24.6","0","51","16.5","108","Clear","33","8","37","0","0","0","low"
"2026-09-02T02:00:00+05:30","Mansarovar","24.6","0","51","17.4","116","Clear","26","7","40","0","0","0","low"
"2026-09-02T03:00:00+05:30","Pink City","24.9","0","52","15.6","83","Clear","30","10","38","0","0","0","low"
"2026-09-02T03:00:00+05:30","Malviya Nagar","24.9","0","52","16.5","91","Clear","23","4","41","0","0","0","low"
"2026-09-02T03:00:00+05:30","Sanganer","24.9","0","52","17.4","99","Clear","27","6","39","0","0","0","low"
"2026-09-02T03:00:00+05:30","C-Scheme","24.9","0","52","18.3","107","Clear","34","10","36","0","0","0","low"
"2026-09-02T03:00:00+05:30","Mansarovar","24.9","0","52","7.5","115","Clear","28","9","39","0","0","0","low"
"2026-09-02T04:00:00+05:30","Pink City","25.3","0","53","17.4","84","Clear","32","7","37","0","0","0","low"
"2026-09-02T04:00:00+05:30","Malviya Nagar","25.3","0","53","18.3","92","Clear","26","6","40","0","0","0","low"
"2026-09-02T04:00:00+05:30","Sanganer","25.3","0","53","7.5","100","Clear","29","8","39","0","0","0","low"
"2026-09-02T04:00:00+05:30","C-Scheme","25.3","0","53","8.4","108","Clear","35","11","36","0","0","0","low"
"2026-09-02T04:00:00+05:30","Mansarovar","25.3","0","53","9.3","116","Clear","14","1","45","1","0","1","low"
"2026-09-02T05:00:00+05:30","Pink City","25.8","0","54","7.5","84","Clear","33","8","37","0","0","0","low"
"2026-09-02T05:00:00+05:30","Malviya Nagar","25.8","0","54","8.4","92","Clear","29","8","39","0","0","0","low"
"2026-09-02T05:00:00+05:30","Sanganer","25.8","0","54","9.3","100","Clear","32","10","37","0","0","0","low"
"2026-09-02T05:00:00+05:30","C-Scheme","25.8","0","54","10.2","108","Clear","20","3","42","0","0","0","low"
"2026-09-02T05:00:00+05:30","Mansarovar","26.1","3.8","63","11.1","116","Light Rain","17","3","44","0","0","0","low"
"2026-09-02T06:00:00+05:30","Pink City","26.3","0","54","9.3","90","Clear","42","12","33","0","0","0","low"
"2026-09-02T06:00:00+05:30","Malviya Nagar","26.3","0","54","10.2","98","Clear","40","13","34","0","0","0","low"
"2026-09-02T06:00:00+05:30","Sanganer","26.3","0","54","11.1","106","Clear","25","4","40","0","0","0","low"
"2026-09-02T06:00:00+05:30","C-Scheme","26.3","0","54","12","114","Clear","29","7","39","0","0","0","low"
"2026-09-02T06:00:00+05:30","Mansarovar","26.3","0","54","12.9","122","Clear","27","7","39","0","0","0","low"
"2026-09-02T07:00:00+05:30","Pink City","27","0","54","11.1","96","Clear","50","16","30","0","0","0","moderate"
"2026-09-02T07:00:00+05:30","Malviya Nagar","27","0","54","12","104","Clear","34","7","36","0","0","0","moderate"
"2026-09-02T07:00:00+05:30","Sanganer","27","0","54","12.9","112","Clear","34","8","36","0","0","0","low"
"2026-09-02T07:00:00+05:30","C-Scheme","27.3","4.9","66","13.8","120","Light Rain","38","11","35","1","1","0","moderate"
"2026-09-02T07:00:00+05:30","Mansarovar","27","0","54","14.7","128","Clear","38","12","35","0","0","0","low"
"2026-09-02T08:00:00+05:30","Pink City","27.6","0","53","12.9","104","Haze","46","11","31","0","0","0","moderate"
"2026-09-02T08:00:00+05:30","Malviya Nagar","27.6","0","53","13.8","112","Haze","47","13","31","0","0","0","moderate"
"2026-09-02T08:00:00+05:30","Sanganer","27.6","0.5","54","14.7","120","Cloudy","46","14","31","0","0","0","moderate"
"2026-09-02T08:00:00+05:30","C-Scheme","27.6","0","53","15.6","128","Haze","49","16","30","0","0","0","moderate"
"2026-09-02T08:00:00+05:30","Mansarovar","27.6","0","53","16.5","136","Haze","51","13","29","0","0","0","moderate"
"2026-09-02T09:00:00+05:30","Pink City","28.2","0","52","14.7","102","Clear","46","12","31","0","0","0","moderate"
"2026-09-02T09:00:00+05:30","Malviya Nagar","28.2","0","52","15.6","110","Clear","48","14","30","0","0","0","moderate"
"2026-09-02T09:00:00+05:30","Sanganer","28.2","1","55","16.5","118","Cloudy","45","14","32","0","0","0","moderate"
"2026-09-02T09:00:00+05:30","C-Scheme","28.2","0","52","17.4","126","Clear","50","13","30","0","0","0","moderate"
"2026-09-02T09:00:00+05:30","Mansarovar","28.2","0","52","18.3","134","Clear","52","14","29","0","0","0","moderate"
"2026-09-02T10:00:00+05:30","Pink City","28.6","0","51","16.5","97","Clear","41","12","33","0","0","0","moderate"
"2026-09-02T10:00:00+05:30","Malviya Nagar","28.8","1.6","55","17.4","105","Cloudy","42","14","33","0","0","0","moderate"
"2026-09-02T10:00:00+05:30","Sanganer","28.6","0","51","18.3","113","Clear","38","9","35","1","1","1","low"
"2026-09-02T10:00:00+05:30","C-Scheme","28.6","0","51","7.5","121","Clear","44","12","32","0","0","0","moderate"
"2026-09-02T10:00:00+05:30","Mansarovar","28.6","0","51","8.4","129","Clear","47","14","31","0","0","0","moderate"
"2026-09-02T11:00:00+05:30","Pink City","29","0","50","18.3","91","Clear","36","12","36","0","0","0","low"
"2026-09-02T11:00:00+05:30","Malviya Nagar","29","0","50","7.5","99","Clear","37","8","35","0","0","0","low"
"2026-09-02T11:00:00+05:30","Sanganer","29","0","50","8.4","107","Clear","31","7","38","0","0","0","low"
"2026-09-02T11:00:00+05:30","C-Scheme","29","0","50","9.3","115","Clear","40","12","34","0","0","0","low"
"2026-09-02T11:00:00+05:30","Mansarovar","29","0","50","10.2","123","Clear","41","13","33","0","0","0","low"
"2026-09-02T12:00:00+05:30","Pink City","29.5","2.7","55","8.4","89","Cloudy","36","8","36","0","0","0","low"
"2026-09-02T12:00:00+05:30","Malviya Nagar","29.3","0","48","9.3","97","Clear","36","9","36","0","0","0","low"
"2026-09-02T12:00:00+05:30","Sanganer","29.3","0","48","10.2","105","Clear","30","8","38","0","0","0","low"
"2026-09-02T12:00:00+05:30","C-Scheme","29.3","0","48","11.1","113","Clear","40","13","34","0","0","0","low"
"2026-09-02T12:00:00+05:30","Mansarovar","29.3","0","48","12","121","Clear","40","9","34","0","0","0","low"
"2026-09-02T13:00:00+05:30","Pink City","29.4","0","46","10.2","88","Clear","38","10","35","0","0","0","low"
"2026-09-02T13:00:00+05:30","Malviya Nagar","29.4","0","46","11.1","96","Clear","36","10","36","1","1","0","low"
"2026-09-02T13:00:00+05:30","Sanganer","29.4","0","46","12","104","Clear","30","10","38","0","0","0","low"
"2026-09-02T13:00:00+05:30","C-Scheme","29.4","0","46","12.9","112","Clear","42","10","33","0","0","0","low"
"2026-09-02T13:00:00+05:30","Mansarovar","29.4","0","46","13.8","120","Clear","24","5","41","0","0","0","low"
"2026-09-02T14:00:00+05:30","Pink City","29.3","0","45","12","88","Clear","41","12","33","0","0","0","low"
"2026-09-02T14:00:00+05:30","Malviya Nagar","29.3","0","45","12.9","96","Clear","38","12","35","0","0","0","low"
"2026-09-02T14:00:00+05:30","Sanganer","29.3","0","45","13.8","104","Clear","32","7","37","0","0","0","low"
"2026-09-02T14:00:00+05:30","C-Scheme","29.3","0","45","14.7","112","Clear","29","7","39","0","0","0","low"
"2026-09-02T14:00:00+05:30","Mansarovar","29.3","0","45","15.6","120","Clear","26","7","40","0","0","0","low"
"2026-09-02T15:00:00+05:30","Pink City","29","0","44","13.8","91","Clear","47","15","31","0","0","0","moderate"
"2026-09-02T15:00:00+05:30","Malviya Nagar","29","0","44","14.7","99","Clear","42","10","33","0","0","0","low"
"2026-09-02T15:00:00+05:30","Sanganer","29","0","44","15.6","107","Clear","21","4","42","0","0","0","low"
"2026-09-02T15:00:00+05:30","C-Scheme","29","0","44","16.5","115","Clear","34","10","36","0","0","0","low"
"2026-09-02T15:00:00+05:30","Mansarovar","29","0","44","17.4","123","Clear","30","10","38","0","0","0","low"
"2026-09-02T16:00:00+05:30","Pink City","28.6","0","43","15.6","97","Clear","57","15","26","1","1","1","moderate"
"2026-09-02T16:00:00+05:30","Malviya Nagar","28.6","0","43","16.5","105","Clear","34","8","36","0","0","0","moderate"
"2026-09-02T16:00:00+05:30","Sanganer","28.6","0","43","17.4","113","Clear","31","9","38","0","0","0","low"
"2026-09-02T16:00:00+05:30","C-Scheme","28.6","0","43","18.3","121","Clear","44","14","32","0","0","0","moderate"
"2026-09-02T16:00:00+05:30","Mansarovar","28.6","0","43","7.5","129","Clear","38","9","35","0","0","0","low"
"2026-09-02T17:00:00+05:30","Pink City","28.2","0","42","17.4","106","Haze","54","15","28","0","0","0","high"
"2026-09-02T17:00:00+05:30","Malviya Nagar","28.2","0","42","18.3","114","Haze","46","14","31","0","0","0","moderate"
"2026-09-02T17:00:00+05:30","Sanganer","28.2","0","42","7.5","122","Haze","46","15","31","0","0","0","moderate"
"2026-09-02T17:00:00+05:30","C-Scheme","28.2","0","42","8.4","130","Haze","58","15","26","0","0","0","high"
"2026-09-02T17:00:00+05:30","Mansarovar","28.2","0","42","9.3","138","Haze","50","14","30","0","0","0","moderate"
"2026-09-02T18:00:00+05:30","Pink City","27.6","0","42","7.5","110","Haze","61","19","25","0","0","0","high"
"2026-09-02T18:00:00+05:30","Malviya Nagar","27.6","0","42","8.4","118","Haze","52","17","29","0","0","0","moderate"
"2026-09-02T18:00:00+05:30","Sanganer","27.6","0","42","9.3","126","Haze","54","14","28","0","0","0","moderate"
"2026-09-02T18:00:00+05:30","C-Scheme","27.6","0","42","10.2","134","Haze","64","18","23","0","0","0","high"
"2026-09-02T18:00:00+05:30","Mansarovar","27.6","0","42","11.1","142","Haze","57","17","26","0","0","0","moderate"
"2026-09-02T19:00:00+05:30","Pink City","27","0","42","9.3","108","Haze","59","19","26","0","0","0","high"
"2026-09-02T19:00:00+05:30","Malviya Nagar","27","0","42","10.2","116","Haze","51","13","29","0","0","0","moderate"
"2026-09-02T19:00:00+05:30","Sanganer","27","0","42","11.1","124","Haze","53","15","28","0","0","0","moderate"
"2026-09-02T19:00:00+05:30","C-Scheme","27","0","42","12","132","Haze","62","19","24","0","0","0","high"
"2026-09-02T19:00:00+05:30","Mansarovar","27.1","1.6","46","12.9","140","Cloudy","55","18","27","0","0","0","moderate"
"2026-09-02T20:00:00+05:30","Pink City","26.3","0","43","11.1","100","Clear","50","13","30","0","0","0","moderate"
"2026-09-02T20:00:00+05:30","Malviya Nagar","26.3","0","43","12","108","Clear","43","11","33","0","0","0","moderate"
"2026-09-02T20:00:00+05:30","Sanganer","26.3","0","43","12.9","116","Clear","46","14","31","0","0","0","moderate"
"2026-09-02T20:00:00+05:30","C-Scheme","26.5","2.2","48","13.8","124","Cloudy","54","17","28","0","0","0","moderate"
"2026-09-02T20:00:00+05:30","Mansarovar","26.3","0","43","14.7","132","Clear","47","12","31","0","0","0","moderate"
"2026-09-02T21:00:00+05:30","Pink City","25.8","0","44","12.9","93","Clear","42","11","33","0","0","0","moderate"
"2026-09-02T21:00:00+05:30","Malviya Nagar","25.8","0","44","13.8","101","Clear","36","10","36","0","0","0","low"
"2026-09-02T21:00:00+05:30","Sanganer","25.8","0","44","14.7","109","Clear","40","13","34","0","0","0","low"
"2026-09-02T21:00:00+05:30","C-Scheme","26","2.7","51","15.6","117","Cloudy","45","11","32","0","0","0","low"
"2026-09-02T21:00:00+05:30","Mansarovar","25.8","0","44","16.5","125","Clear","40","10","34","1","1","0","low"
"2026-09-02T22:00:00+05:30","Pink City","25.3","0","45","14.7","88","Clear","36","10","36","0","0","0","low"
"2026-09-02T22:00:00+05:30","Malviya Nagar","25.3","0","45","15.6","96","Clear","32","10","37","0","0","0","low"
"2026-09-02T22:00:00+05:30","Sanganer","25.5","3.2","53","16.5","104","Light Rain","36","8","36","0","0","0","low"
"2026-09-02T22:00:00+05:30","C-Scheme","25.3","0","45","17.4","112","Clear","40","10","34","0","0","0","low"
"2026-09-02T22:00:00+05:30","Mansarovar","25.3","0","45","18.3","120","Clear","20","5","42","0","0","0","low"
"2026-09-02T23:00:00+05:30","Pink City","24.9","0","46","16.5","86","Clear","34","11","36","0","0","0","low"
